title,company,location,description,category
Software Development Engineer -II (Backend),Groww,"Bangalore, Karnataka","About Groww: We are a passionate group of people focused on making financial services accessible to every Indian through a multi-product platform. Each day, we help millions of customers take charge of their financial journey. Customer obsession is in our DNA. Every product, every design, every algorithm down to the tiniest detail is executed keeping the customersʼ needs and convenience in mind. Our people are our greatest strength. Everyone at Groww is driven by ownership, customer-centricity,…",IT Jobs
Software Development Engineer -4 (Backend),Groww,"Bangalore, Karnataka","About Groww: We are a passionate group of people focused on making financial services accessible to every Indian through a multi-product platform. Each day, we help millions of customers take charge of their financial journey. Customer obsession is in our DNA. Every product, every design, every algorithm down to the tiniest detail is executed keeping the customers’ needs and convenience in mind. Our people are our greatest strength. Everyone at Groww is driven by ownership, customer-centricity,…",IT Jobs
Principal Software Test Engineer (Noida),Trintech,"Noida, Ghaziabad","Location: Noida, India Work Mode: Hybrid, 3 days a week in office WHO WE ARE? At Trintech, we empower Finance and Accounting teams around the world with technology that simplifies and streamlines reconciliation and close processes—so they can focus on what matters most. From our growing Global Capability Centres in Bangalore and Noida, Trintech India plays a vital role in driving innovation, scale, and global support across our business. While engineering is a key part of our foundation, our te…",IT Jobs
Software Development Engineer II - Backend,Onsurity,"Bangalore, Karnataka","About Onsurity: www.onsurity.com Onsurity is a rapidly growing employee healthcare benefits platform that provides flexible and customised healthcare subscriptions for SMEs, start-ups, and enterprises. We believe that access to healthcare benefits shouldn’t be a luxury. It is this philosophy that has strengthened our commitment towards making healthcare affordable and accessible for all. Our subscriptions include discounts on medicine orders, health checkups, fitness plans, free doctor telecons…",IT Jobs
"Sr Engineer, Software",TMUS Global Solutions,"Hyderabad, Telangana","About the Role: The Senior Software Engineer plays a critical role in designing and building scalable software systems that solve complex business and technical challenges. The Sr Engineer will work with a team of other software engineers to design, implement, and deploy complete systems which meet customer's requirements and are cloud native. The Sr Engineer will focus on creation, maintenance and enhancement of full stack software solutions that typically include front end web frameworks, bac…",IT Jobs
"Sr Engineer, Software",TMUS Global Solutions,"Hyderabad, Telangana","About the Role The Senior Software Engineer designs and builds scalable, cloud-native software solutions to address business and technical needs. Working with a team, the engineer develops, deploys, and maintains full-stack systemsfrom front-end frameworks to back-end services, microservices, databases, and related cloud infrastructure. Responsibilities include end-to-end solution delivery, architectural contributions, mentoring junior engineers, and ensuring alignment with T-Mobile's business …",IT Jobs
"Sr Engineer, Software",TMUS Global Solutions,"Hyderabad, Telangana","Sr Software Engineer - Ops Automation - K8s About the Role: The Senior Engineer, Operations Automation - Kubernetes at T-Mobile plays a crucial role in designing, building, and maintaining the automation frameworks that power our next-generation platforms and services. They develop, implement, and manage large-scale Kubernetes-based operations automation systems that ensure high availability, scalability, and reliability across T-Mobiles technology ecosystem. They utilize their strong problem-s…",IT Jobs
Senior Engineer Software,Albertsons Companies India,"Bangalore, Karnataka","Position Title: Senior Engineering Software Job Description: Albertsons Media Collective is the retail media network arm of Albertsons Companies. It connects retail brands with shoppers by delivering personalized, digitally native, and shopper-centric advertising experiences across both in-store and online channel The platform leverages Albertsons extensive first-party data and technology to help brands target and engage loyal shoppers and loyalty program members Albertsons Media Collective off…",IT Jobs
"Principal Engineer, Software",TMUS Global Solutions,"Hyderabad, Telangana","About the Role: The Principal Database Engineer plays a key role in mentoring, setting standards, designing, implementing, and maintaining robust database systems that support T-Mobiles large-scale applications and analytics. This position drives the modernization of database platforms, adoption of cloud-native data technologies, and continuous improvement of performance, reliability, and automation across mission-critical systems. You will collaborate with software engineers, cloud architects,…",IT Jobs
Senior Engineer Software,Albertsons Companies India,"Bangalore, Karnataka","We are excited to announce an opening for Senior Engineer Software at ACI. Please find below the details of the role and its responsibilities. Position Title: Lead Software Engineer Job Description: Roles & responsibilities: Hands on code writing and doing code reviews Evaluates complex user requests, projects, and clarifies objectives and functional requirements for new or modified computer programs Designs / develops software solutions and business process solutions based on business needs an…",IT Jobs
